State,Year,Data.Rates.Violent.All,Data.Rates.Property.All,Data.Totals.Violent.All,Data.Totals.Property.All,Data.Population,gdp,Consumption,share_pretax_income_p90p100,nb_police_shootings,nb_unarmed,nb_gun,nb_body_camera,unemployment_rate,imm_population,refugees_total,nonimm_total,lpr_total,spending_corrections,spending_education,spending_welfare,spending_health,spending_police,wic_2015,nslp_2015,sbp_2015
Oregon,2014,232.3,2879,9224,114305,3970239,187837.6,35437,0.4662,NA,NA,NA,NA,6.641666666666667,3963244,1020,228230,7380,NA,NA,NA,NA,NA,98,294,142
Oregon,2015,259.8,2946.6,10468,118719,4028977,200592.6,36853,0.4691,15,0,10,0,5.458333333333333,4015792,1030,259820,8660,NA,NA,NA,NA,NA,98,294,142
Oregon,2016,264.6,2964.4,10830,121345,4093465,211782.4,37857,0.4751,15,1,7,1,4.75,4089976,1290,280770,10030,NA,NA,NA,NA,NA,98,294,142
Oregon,2017,281.8,2986.5,11674,123722,4142776,225534.5,39694,0.4816,12,0,8,0,4.066666666666666,4143625,1000,295630,9220,1305538,13631379,10499466,1778017,1375665,98,294,142
Oregon,2018,285.5,2894,11966,121278,4190713,238466.9,41613,0.4731,16,1,10,1,4.033333333333333,4181886,440,310240,9680,1373707,14491750,11244485,1737714,1435497,98,294,142
Pennsylvania,1998,420.5,2852.4,50470,342318,12001000,373515,21883,0.4412,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,1999,420.5,2693.2,50431,323021,11994016,391136.1,23220,0.4421,NA,NA,NA,NA,4.491666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2000,420,2575.3,51584,316274,12281054,409330.2,24801,0.4444,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2001,409.9,2547.4,50432,313408,12303104,428463.7,25856,0.4206,NA,NA,NA,NA,4.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2002,402.1,2440.4,49578,300868,12328827,440887.5,26760,0.4196,NA,NA,NA,NA,5.541666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2003,397.8,2430.2,49210,300639,12370761,460478.3,28267,0.4238,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2004,411.5,2417.3,50998,299611,12394471,486384.5,29739,0.424,NA,NA,NA,NA,5.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2005,425,2422,52761,300444,12405348,510763.9,31201,0.4428,NA,NA,NA,NA,4.991666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2006,442.3,2448.3,55028,304589,12440621,528771.2,32456,0.4588,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2007,416.7,2363.5,51806,293850,12432792,563238.6,33722,0.4621,NA,NA,NA,NA,4.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2008,410,2412.3,51044,300294,12448279,586886.6,34787,0.4496,NA,NA,NA,NA,5.383333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2009,382.3,2199,48188,277182,12604767,581219.9,34343,0.4433,NA,NA,NA,NA,8.016666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2010,366.5,2173.1,46612,276366,12717722,604629.6,35654,0.4541,NA,NA,NA,NA,8.116666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2011,362.4,2224.1,46189,283442,12743948,623767.9,36831,0.4524,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2012,348.7,2166.3,44503,276496,12763536,646434.3,37514,0.472,NA,NA,NA,NA,7.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2013,335.4,2060.8,42849,263240,12773801,670767.4,38296,0.4503,NA,NA,NA,NA,7.05,12776309,2510,505510,24720,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2014,314.1,1931.7,40164,247016,12787209,695546.6,39198,0.4575,NA,NA,NA,NA,5.966666666666667,12788313,2740,528080,23940,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2015,315.1,1812.8,40339,232085,12802503,716534.3,40186,0.4652,18,2,10,0,5.416666666666667,12784826,2760,573920,24970,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2016,316.4,1742.7,40447,222795,12784227,733165.9,41001,0.4583,22,2,10,0,5.333333333333333,12782275,3220,616590,27220,NA,NA,NA,NA,NA,245,1,355
Pennsylvania,2017,313.3,1649.4,40120,211220,12805537,754318,42351,0.4598,23,2,14,0,4.9750000000000005,12787641,2150,648810,27760,3735909,43189425,34243736,5576470,3876566,245,1,355
Pennsylvania,2018,306,1489.9,39192,190816,12807060,780620.7,44338,0.4637,23,3,13,0,4.408333333333333,12800922,910,691470,26080,3728185,44125160,31622323,5729399,3859047,245,1,355
Rhode Island,1998,312.1,3205.7,3084,31672,988000,30835.3,21279,0.4277,NA,NA,NA,NA,4.583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,1999,286.6,3296,2840,32657,990819,32340,22474,0.4248,NA,NA,NA,NA,4.183333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2000,297.7,3178.7,3121,33323,1048319,34608.5,24122,0.4537,NA,NA,NA,NA,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2001,309.3,3373,3278,35742,1059659,35940.1,25189,0.4352,NA,NA,NA,NA,4.491666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2002,285.6,3308.2,3051,35342,1068326,37891.2,26320,0.4216,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2003,285.7,2995.2,3074,32231,1076084,39787.1,27981,0.4227,NA,NA,NA,NA,5.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2004,247.5,2886,2673,31166,1079916,42578.2,29375,0.4321,NA,NA,NA,NA,5.283333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2005,252,2728,2710,29287,1073579,44413.3,31105,0.4366,NA,NA,NA,NA,5.141666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2006,230.4,2614.6,2460,27914,1067610,47165.3,32520,0.4486,NA,NA,NA,NA,5.258333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2007,229.1,2606.8,2424,27576,1057832,47490.1,33846,0.4585,NA,NA,NA,NA,5.116666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2008,252.8,2845,2656,29895,1050788,47138.9,34434,0.4422,NA,NA,NA,NA,7.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2009,254.3,2616.6,2678,27558,1053209,47647.2,34118,0.4327,NA,NA,NA,NA,11.166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2010,257.4,2561.4,2709,26959,1052528,49409.1,34689,0.4404,NA,NA,NA,NA,11.616666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2011,246.1,2662.7,2586,27976,1050646,50123.7,35566,0.459,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2012,252.4,2572.3,2651,27017,1050292,51527.5,35780,0.4554,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2013,257.2,2442,2705,25678,1051511,52994.2,36786,0.4372,NA,NA,NA,NA,9.483333333333333,1055081,170,54680,3340,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2014,219.2,2173.6,2313,22935,1055173,54612.5,38074,0.4675,NA,NA,NA,NA,7.766666666666667,1055936,190,57540,3300,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2015,242.5,1897.5,2562,20043,1056298,56604,39029,0.4533,NA,NA,NA,NA,6.016666666666667,1056065,190,63240,3610,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2016,238.9,1898.7,2524,20058,1056426,57714.6,39819,0.4639,2,0,1,0,5.241666666666667,1056770,340,67120,4190,NA,NA,NA,NA,NA,20,76,32
Rhode Island,2017,232.2,1751.6,2460,18561,1059639,58771.6,41036,0.462,1,0,0,1,4.475,1055673,200,70980,4100,210109,3444272,3114071,253898,452350,20,76,32
Rhode Island,2018,219.1,1660.9,2317,17561,1057315,60064.9,42595,0.459,1,0,1,0,4.05,1058287,90,76650,4340,241184,3551418,3198520,263521,475981,20,76,32
South Carolina,1998,903.2,4873.8,34647,186960,3836000,103688.6,19062,0.4198,NA,NA,NA,NA,3.6333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,1999,847.2,4477.6,32920,173987,3885736,110312.9,20158,0.4175,NA,NA,NA,NA,4.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2000,828.1,4518.7,33225,181290,4012012,115332.7,21305,0.4071,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2001,815.2,4580.2,33114,186054,4062125,119355.2,21945,0.4095,NA,NA,NA,NA,5.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2002,822.7,4479,33761,183808,4103770,124765.2,22591,0.4116,NA,NA,NA,NA,6.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2003,806.4,4521.7,33455,187592,4148744,131509.1,23526,0.4219,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2004,789.9,4536.9,33160,190456,4197892,136679.9,24904,0.4346,NA,NA,NA,NA,6.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2005,767,4370,32590,185606,4246933,145195.8,26362,0.4523,NA,NA,NA,NA,6.783333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2006,771.1,4274.5,33322,184712,4321249,153453.4,27490,0.4737,NA,NA,NA,NA,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2007,785.7,4294.8,34630,189304,4407709,162476.3,28740,0.4656,NA,NA,NA,NA,5.616666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2008,731,4240.1,32746,189950,4479800,164471.2,29323,0.4409,NA,NA,NA,NA,6.916666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2009,675.2,3909.2,30799,178310,4561242,162380.4,28588,0.4473,NA,NA,NA,NA,10.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2010,602.2,3905.4,27923,181098,4637106,166767.4,29679,0.4609,NA,NA,NA,NA,11.083333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2011,596.9,3921,27894,183243,4673348,172844.7,30733,0.4579,NA,NA,NA,NA,10.358333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2012,558.8,3822.2,26397,180550,4723723,178503.9,31125,0.4711,NA,NA,NA,NA,9.033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,483,266
South Carolina,2013,508.5,3624.2,24278,173049,4774839,186268.3,31975,0.4584,NA,NA,NA,NA,7.425,4764080,150,131490,4270,NA,NA,NA,NA,NA,114,483,266
South Carolina,2014,497.7,3460.3,24052,167217,4832482,195744.4,33067,0.4686,NA,NA,NA,NA,6.3,4823617,120,153560,4230,NA,NA,NA,NA,NA,114,483,266
South Carolina,2015,504.5,3293.3,24700,161245,4896146,207510,33944,0.4743,19,1,12,0,5.9,4891938,230,170650,4420,NA,NA,NA,NA,NA,114,483,266
South Carolina,2016,501.8,3243.8,24896,160928,4961119,217555.5,34964,0.4838,17,1,13,4,4.9,4957968,350,181280,5100,NA,NA,NA,NA,NA,114,483,266
South Carolina,2017,506.2,3195.9,25432,160575,5024369,224937.6,36010,0.4833,12,1,8,2,4.191666666666666,5021268,240,204080,5030,743215,15065229,7926593,1396410,1305492,114,483,266
South Carolina,2018,488.3,3017.6,24825,153421,5084127,236561.7,37188,0.489,12,0,7,3,3.3666666666666667,5084156,100,228060,5080,782845,15521625,8045846,1446180,1322637,114,483,266
South Dakota,1998,154.3,2469.8,1139,18227,738000,20257.8,18231,0.3722,NA,NA,NA,NA,2.8833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,1999,167.4,2476.9,1227,18159,733133,21181.8,19344,0.393,NA,NA,NA,NA,2.716666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2000,166.8,2153,1259,16252,754844,22866.7,20478,0.3761,NA,NA,NA,NA,2.5166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2001,154.4,2172.3,1171,16473,758324,23626.9,21386,0.3655,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2002,177.5,2103,1350,15992,760437,26343.5,22270,0.3838,NA,NA,NA,NA,3.2583333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2003,173.7,2003.4,1329,15324,764905,27305,23503,0.359,NA,NA,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2004,171.2,1931.6,1319,14885,770621,29380.9,24997,0.3723,NA,NA,NA,NA,3.566666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2005,179,1767,1387,13694,774883,31104.3,26610,0.3837,NA,NA,NA,NA,3.5166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2006,264.9,1766.4,2071,13812,781919,32559.3,28171,0.41,NA,NA,NA,NA,3.0083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2007,241.9,1736.8,1926,13829,796214,35282.6,29197,0.3885,NA,NA,NA,NA,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2008,276.9,1724.3,2227,13867,804194,36939.3,30415,0.3865,NA,NA,NA,NA,3.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2009,218.7,1769.9,1777,14378,812383,36732.1,30309,0.3881,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2010,268.9,1859.9,2196,15188,816598,38208.2,31812,0.385,NA,NA,NA,NA,4.858333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2011,255.6,1857.6,2105,15299,823593,42082.7,32753,0.389,NA,NA,NA,NA,4.558333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2012,321.8,2060.1,2682,17168,833354,44127.3,33932,0.4449,NA,NA,NA,NA,4.016666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,107,28
South Dakota,2013,316.5,1914.7,2674,16177,844877,45498.6,34569,0.4048,NA,NA,NA,NA,3.7,842316,530,14890,1230,NA,NA,NA,NA,NA,19,107,28
South Dakota,2014,326.5,1863.9,2786,15902,853175,47159.9,35488,0.4231,NA,NA,NA,NA,3.341666666666667,849129,520,16830,1110,NA,NA,NA,NA,NA,19,107,28
South Dakota,2015,383.1,1943,3289,16680,858469,48678.9,36510,0.414,3,0,2,0,3.025,853988,480,19650,1270,NA,NA,NA,NA,NA,19,107,28
South Dakota,2016,418.4,1980.6,3621,17141,865454,49842.6,37565,0.4265,4,1,2,1,3,862996,430,19580,1230,NA,NA,NA,NA,NA,19,107,28
South Dakota,2017,433.6,1876.2,3771,16317,869666,51615.1,38779,0.4141,3,0,3,0,3.0166666666666666,872868,310,20580,1020,185258,2393944,1208733,130494,212291,19,107,28
South Dakota,2018,404.7,1728.7,3570,15251,882235,53349.5,40371,0.428,3,0,1,0,2.7666666666666666,878698,210,21090,1130,185429,2534171,1226350,129382,219909,19,107,28
Tennessee,1998,715,4319.4,38832,234588,5431000,167783,19899,0.4197,NA,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,1999,695,3999.3,38111,219302,5483535,176467.2,20950,0.42,NA,NA,NA,NA,3.958333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2000,707.2,4183,40233,237985,5689283,182209.7,22102,0.4156,NA,NA,NA,NA,3.8333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2001,744,4400.3,42776,252992,5749398,185917.2,22577,0.4179,NA,NA,NA,NA,4.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2002,717.8,4307.6,41562,249399,5789796,195386.1,23201,0.4139,NA,NA,NA,NA,5.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2003,691.3,4389.3,40409,256565,5845208,204665.9,24018,0.4276,NA,NA,NA,NA,5.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2004,697.6,4326.8,41113,254991,5893298,219862.4,25215,0.4426,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2005,757,4300,45104,256093,5955745,231339,26499,0.4478,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2006,762.5,4137.6,46043,249860,6038803,243104.4,27592,0.4741,NA,NA,NA,NA,5.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2007,755,4098.6,46482,252342,6156719,248261.6,28709,0.4779,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2008,722.7,4040.1,44913,251089,6214888,255546.7,29062,0.4546,NA,NA,NA,NA,6.508333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2009,666,3766.6,41933,237157,6296254,252940.7,28370,0.4394,NA,NA,NA,NA,10.383333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2010,612,3662.7,38909,232855,6357436,258657.6,29336,0.4523,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2011,607.8,3607.9,38895,230900,6399787,270055,30432,0.4468,NA,NA,NA,NA,9.041666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2012,643.6,3371.4,41550,217664,6456243,285897.5,31035,0.4651,NA,NA,NA,NA,7.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,676,376
Tennessee,2013,590.6,3180.9,38364,206629,6495978,296756.3,31459,0.4506,NA,NA,NA,NA,7.625,6494340,1560,180620,8380,NA,NA,NA,NA,NA,150,676,376
Tennessee,2014,608.4,3060.6,39848,200447,6549352,307448.5,32479,0.4646,NA,NA,NA,NA,6.575,6541223,1470,201540,8510,NA,NA,NA,NA,NA,150,676,376
Tennessee,2015,612.1,2936.2,40400,193796,6600299,326382.5,33223,0.4641,20,1,10,0,5.525,6591170,1530,241000,8830,NA,NA,NA,NA,NA,150,676,376
Tennessee,2016,632.9,2854.1,42097,189835,6651194,339350.2,34297,0.4791,22,1,13,7,4.741666666666667,6646010,1960,270680,10030,NA,NA,NA,NA,NA,150,676,376
Tennessee,2017,651.5,2940.6,43755,197488,6715984,355417.5,35607,0.474,27,1,15,1,3.7333333333333334,6708799,1050,326780,9790,1118480,14900636,11003399,1774555,1957167,150,676,376
Tennessee,2018,623.7,2825.4,42226,191279,6770010,369713.2,36768,0.4882,25,0,15,1,3.5,6771631,420,378720,9590,1170253,15175651,11295749,1789336,2180641,150,676,376
Texas,1998,564.6,4547,111566,898496,19760000,648243.1,20040,0.4523,NA,NA,NA,NA,4.966666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,1999,560.3,4471.4,112306,896261,20044141,683347.4,21123,0.4521,NA,NA,NA,NA,4.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2000,545.1,4410.4,113653,919658,20851820,742161.5,22526,0.4622,NA,NA,NA,NA,4.366666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2001,571.6,4570,122155,976654,21370983,780206.2,23377,0.433,NA,NA,NA,NA,4.958333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2002,579.7,4620.1,126018,1004274,21736925,796357.3,23808,0.4188,NA,NA,NA,NA,6.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2003,553.1,4599.9,122246,1016735,22103374,840860.8,24570,0.4335,NA,NA,NA,NA,6.758333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2004,540.9,4497.7,121554,1010702,22471549,921230.7,25690,0.4519,NA,NA,NA,NA,6.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2005,528,4319,121091,990293,22928508,1003745.9,27215,0.4809,NA,NA,NA,NA,5.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2006,517.3,4083.1,121602,959846,23507783,1108236.5,28314,0.4918,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2007,510.4,4122.3,122014,985421,23904380,1198565,29473,0.4862,NA,NA,NA,NA,4.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2008,508,3986.8,123585,969865,24326974,1253142,30200,0.5125000000000001,NA,NA,NA,NA,4.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2009,491,4015.3,121684,995082,24782302,1179168.1,29593,0.463,NA,NA,NA,NA,7.591666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2010,448.4,3766.8,113231,951246,25253466,1255660.8,30573,0.4793,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2011,408.6,3483.2,104734,892810,25631778,1351776.9,31911,0.4847,NA,NA,NA,NA,8.033333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2012,408.6,3361.8,106476,876059,26059203,1429588,32899,0.5119,NA,NA,NA,NA,6.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,3,1
Texas,2013,408.3,3258.2,107998,861734,26448193,1526781.9,33820,0.4887,NA,NA,NA,NA,6.316666666666666,26480266,7470,7605580,92670,NA,NA,NA,NA,NA,886,3,1
Texas,2014,405.9,3019.4,109414,813934,26956958,1592177.6,35210,0.4967,NA,NA,NA,NA,5.183333333333334,26964333,7210,5248780,95300,NA,NA,NA,NA,NA,886,3,1
Texas,2015,412.2,2831.3,113227,777739,27469114,1585985.9,36046,0.4892,101,6,63,3,4.466666666666667,27470056,7480,5064470,99730,NA,NA,NA,NA,NA,886,3,1
Texas,2016,434.4,2759.8,121042,768947,27862596,1582981.5,36755,0.4702,81,8,54,9,4.666666666666667,27914410,7800,5167690,110650,NA,NA,NA,NA,NA,886,3,1
Texas,2017,438.9,2562.6,124238,725328,28304596,1667313,38071,0.5123,71,5,42,10,4.358333333333333,28295273,4770,7530880,110130,6327546,89472546,38343204,6153077,8156290,886,3,1
Texas,2018,410.9,2367.2,117927,679430,28701845,1808026.9,39454,0.4881,83,8,44,6,3.9166666666666665,28628666,1670,8946050,104520,6161625,91697858,39457677,6346999,8537145,886,3,1
Utah,1998,279.5,4768.1,6599,109025,2100000,62070.1,18257,0.3949,NA,NA,NA,NA,3.5583333333333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,1999,275.6,4701.3,5869,100130,2129836,65773.4,18974,0.4036,NA,NA,NA,NA,3.5083333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2000,255.7,4220.3,5711,94247,2233169,70056.3,20027,0.4129,NA,NA,NA,NA,3.3333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2001,233.2,3993.2,5314,90993,2278712,73042.5,20586,0.3842,NA,NA,NA,NA,4.383333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2002,236.7,4210.9,5488,97641,2318789,76289.4,21222,0.3854,NA,NA,NA,NA,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2003,250.4,4255.1,5889,100084,2352119,79504.7,22025,0.3988,NA,NA,NA,NA,5.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2004,233.3,4038.6,5647,97762,2420708,86766.7,23398,0.4102,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2005,225,3837,5612,95546,2490334,95512,24734,0.4327,NA,NA,NA,NA,4.041666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2006,226.3,3512.5,5771,89572,2550063,106787.1,26129,0.4466,NA,NA,NA,NA,2.8666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2007,239.9,3518.7,6347,93082,2645330,115180.7,27456,0.4494,NA,NA,NA,NA,2.558333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2008,225.3,3375.7,6165,92373,2736424,116949.2,27808,0.4208,NA,NA,NA,NA,3.341666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2009,215.4,3295,5998,91751,2784572,113834.8,26763,0.4202,NA,NA,NA,NA,7.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2010,213.5,3182,5925,88316,2775479,118296.3,26917,0.4249,NA,NA,NA,NA,8.258333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2011,197.1,2987.7,5547,84084,2814347,125137.8,27772,0.4202,NA,NA,NA,NA,7.216666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2012,205.8,2991.8,5876,85424,2855287,129431.4,28718,0.4429,NA,NA,NA,NA,4.758333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,334,76
Utah,2013,224,2950.4,6498,85586,2900872,135344.3,29407,0.4078,NA,NA,NA,NA,4.191666666666666,2897640,1190,157970,5500,NA,NA,NA,NA,NA,58,334,76
Utah,2014,215.6,2878.5,6346,84711,2942902,142627.7,30707,0.4266,NA,NA,NA,NA,3.625,2936879,1090,166270,6170,NA,NA,NA,NA,NA,58,334,76
Utah,2015,236,2980,7071,89278,2995919,149762.1,31656,0.4174,10,0,6,5,3.5,2981835,1110,187600,6880,NA,NA,NA,NA,NA,58,334,76
Utah,2016,242.8,2951.5,7407,90058,3051217,159330.6,33009,0.4288,8,0,4,1,3.3333333333333335,3041868,1190,209120,7270,NA,NA,NA,NA,NA,58,334,76
Utah,2017,238.9,2780.2,7410,86238,3101833,172075,34413,0.4245,6,0,3,3,3.1583333333333337,3101042,710,240830,6390,569377,9954407,3907919,746428,769997,58,334,76
